population,tier_axis,tier,predictor,range,cut,n,mean,ci_low,ci_high
foldbench_natural,neff_tier,100-1000,Protenix-v2 single-seq,all,AUC,28,0.6259437881542801,0.5919008486711062,0.664565556830979
foldbench_natural,neff_tier,100-1000,seq-KNN (decontaminated corpus),all,AUC,84,0.7386260458439646,0.7110610245930454,0.7660029852196562
foldbench_natural,neff_tier,100-1000,ESMFold2,all,R,84,0.7784533167619453,0.7446356081142831,0.8078052640202205
foldbench_natural,neff_tier,100-1000,MarinFold #232 m2-p06 (step 363k),all,R,84,0.46730322343503405,0.42467009202363964,0.5091274684813146
foldbench_natural,neff_tier,100-1000,Protenix-v2 + MSA,all,R,84,0.8432797775065959,0.8313020669902604,0.854551324086405
foldbench_natural,neff_tier,100-1000,Protenix-v2 single-seq,all,R,84,0.277911025320169,0.22914581336417278,0.33046635935873325
foldbench_natural,neff_tier,100-1000,seq-KNN (decontaminated corpus),all,R,84,0.3738718866507331,0.33452789430677177,0.41237601214550823
foldbench_natural,neff_tier,100-1000,ESMFold2,long,R,84,0.7679177514335278,0.7301399525336362,0.8006206497799279
foldbench_natural,neff_tier,100-1000,MarinFold #232 m2-p06 (step 363k),long,R,84,0.4386394350957624,0.39270029389923367,0.48391814627628854
foldbench_natural,neff_tier,100-1000,Protenix-v2 + MSA,long,R,84,0.8351789112052521,0.820883782031523,0.8486350414520307
foldbench_natural,neff_tier,100-1000,Protenix-v2 single-seq,long,R,84,0.24579060264644553,0.19472623987577084,0.3015767979440201
foldbench_natural,neff_tier,100-1000,seq-KNN (decontaminated corpus),long,R,84,0.35749756781748276,0.31527937920946125,0.40050904004609833
foldbench_natural,neff_tier,1000+,ESMFold2,all,AUC,55,0.956162569468523,0.9477763261817844,0.9625582717663804
foldbench_natural,neff_tier,1000+,MarinFold #232 m2-p06 (step 363k),all,AUC,181,0.971683008110996,0.9651276016264517,0.9772166723927499
foldbench_natural,neff_tier,1000+,Protenix-v2 + MSA,all,AUC,55,0.9652668856966615,0.9612669611142528,0.968860919945154
foldbench_natural,neff_tier,1000+,Protenix-v2 single-seq,all,AUC,55,0.654655231553588,0.6222321294979701,0.6895374045886223
foldbench_natural,neff_tier,1000+,seq-KNN (decontaminated corpus),all,AUC,181,0.8531592427403984,0.8417318025651971,0.8638746136220605
foldbench_natural,neff_tier,1000+,ESMFold2,all,R,181,0.8518913072030561,0.8441845778840922,0.8589726437326741
foldbench_natural,neff_tier,1000+,MarinFold #232 m2-p06 (step 363k),all,R,181,0.6625202616500344,0.6442464327806053,0.6799676710420774
foldbench_natural,neff_tier,1000+,Protenix-v2 + MSA,all,R,181,0.8690256364654727,0.8628998730042806,0.8750330819199086
foldbench_natural,neff_tier,1000+,Protenix-v2 single-seq,all,R,181,0.2503551016639803,0.22084540346568507,0.2811113964923895
foldbench_natural,neff_tier,1000+,seq-KNN (decontaminated corpus),all,R,181,0.5209612241483217,0.5048856648830867,0.5363807846798516
foldbench_natural,neff_tier,1000+,ESMFold2,long,R,181,0.8456436408070174,0.8372248466415975,0.8534981281850501
foldbench_natural,neff_tier,1000+,MarinFold #232 m2-p06 (step 363k),long,R,181,0.6496793315943705,0.6289589475521138,0.66935744273984
foldbench_natural,neff_tier,1000+,Protenix-v2 + MSA,long,R,181,0.8612956423966965,0.8545745886354444,0.868019121681181
foldbench_natural,neff_tier,1000+,Protenix-v2 single-seq,long,R,181,0.2104948881757994,0.17997679146912288,0.24203855062904306
foldbench_natural,neff_tier,1000+,seq-KNN (decontaminated corpus),long,R,181,0.5104393600176859,0.4924862511862378,0.5277220912523649
foldbench_natural,neff_tier,<10,ESMFold2,all,AUC,4,0.8166660485868992,0.6468997927231723,0.9170194089786091
foldbench_natural,neff_tier,<10,MarinFold #232 m2-p06 (step 363k),all,AUC,14,0.8722352746998064,0.8420204255696746,0.9014707137329392
foldbench_natural,neff_tier,<10,Protenix-v2 + MSA,all,AUC,4,0.8401566671586627,0.6595744853762041,0.9428826699024251
foldbench_natural,neff_tier,<10,Protenix-v2 single-seq,all,AUC,4,0.6014162514321428,0.5454911114663978,0.657341391397888
foldbench_natural,neff_tier,<10,seq-KNN (decontaminated corpus),all,AUC,14,0.5084859460043094,0.5021387979539861,0.5163640340289704
foldbench_natural,neff_tier,<10,ESMFold2,all,R,14,0.6048319422813371,0.46712153963814046,0.7247606195521472
foldbench_natural,neff_tier,<10,MarinFold #232 m2-p06 (step 363k),all,R,14,0.29549483160246937,0.2433137145927737,0.34579579304990654
foldbench_natural,neff_tier,<10,Protenix-v2 + MSA,all,R,14,0.589456561301877,0.43537466444967327,0.7308788327776686
foldbench_natural,neff_tier,<10,Protenix-v2 single-seq,all,R,14,0.3294041907535175,0.19146281317883948,0.4813708676134823
foldbench_natural,neff_tier,<10,seq-KNN (decontaminated corpus),all,R,14,0.02186109132644672,0.008756303480363506,0.037457549262549586
foldbench_natural,neff_tier,<10,ESMFold2,long,R,14,0.5805280508472757,0.4312872699811299,0.7091009091496696
foldbench_natural,neff_tier,<10,MarinFold #232 m2-p06 (step 363k),long,R,14,0.22386009758014463,0.16536625700454646,0.2826961891514002
foldbench_natural,neff_tier,<10,Protenix-v2 + MSA,long,R,14,0.5605691941075185,0.39080532294072673,0.7163014271397615
foldbench_natural,neff_tier,<10,Protenix-v2 single-seq,long,R,14,0.29732475891052934,0.15744911887364513,0.44979333096508606
foldbench_natural,neff_tier,<10,seq-KNN (decontaminated corpus),long,R,14,0.00493332058288,0.0017353946077602142,0.008443350314100826
foldbench_natural,neff_tier,all,ESMFold2,all,AUC,97,0.9271373402854111,0.9102713394827944,0.9417874971777629
foldbench_natural,neff_tier,all,MarinFold #232 m2-p06 (step 363k),all,AUC,314,0.9432211782923973,0.9348436849993744,0.9512756251353394
foldbench_natural,neff_tier,all,Protenix-v2 + MSA,all,AUC,97,0.9526642775400964,0.9420787663977608,0.9606657954719593
foldbench_natural,neff_tier,all,Protenix-v2 single-seq,all,AUC,97,0.6424099879596272,0.6196168759153934,0.6667956814466128
foldbench_natural,neff_tier,all,seq-KNN (decontaminated corpus),all,AUC,314,0.7772116225579824,0.7610704409250474,0.7931279553484362
foldbench_natural,neff_tier,all,ESMFold2,all,R,314,0.7950309679202898,0.7765550741282364,0.8124294039274486
foldbench_natural,neff_tier,all,MarinFold #232 m2-p06 (step 363k),all,R,314,0.5651997546764236,0.5428813410469716,0.5866390423977885
foldbench_natural,neff_tier,all,Protenix-v2 + MSA,all,R,314,0.8450658959136197,0.8338105975271874,0.855248736569233
foldbench_natural,neff_tier,all,Protenix-v2 single-seq,all,R,314,0.2641522964858337,0.23948493206251129,0.28946775598576946
foldbench_natural,neff_tier,all,seq-KNN (decontaminated corpus),all,R,314,0.4199863858961159,0.39722488254148075,0.4424711744622803
foldbench_natural,neff_tier,all,ESMFold2,long,R,314,0.7847860060054074,0.7651946681006037,0.8032247417821535
foldbench_natural,neff_tier,all,MarinFold #232 m2-p06 (step 363k),long,R,314,0.54450314335356,0.5204783607764081,0.5682068631184648
foldbench_natural,neff_tier,all,Protenix-v2 + MSA,long,R,314,0.8347382178297974,0.822225309355739,0.8460526906915784
foldbench_natural,neff_tier,all,Protenix-v2 single-seq,long,R,314,0.2280590038792827,0.2030213413039217,0.2543184042162305
foldbench_natural,neff_tier,all,seq-KNN (decontaminated corpus),long,R,314,0.4083728515375176,0.3847554136605652,0.43172388157044606
nonfoldbench_designed,neff_tier,10-100,ESMFold2,all,AUC,2,0.9299854341934014,0.9165715709480504,0.9433992974387524
nonfoldbench_designed,neff_tier,10-100,MarinFold #232 m2-p06 (step 363k),all,AUC,2,0.9009423560049935,0.8658784934180475,0.9360062185919396
nonfoldbench_designed,neff_tier,10-100,Protenix-v2 + MSA,all,AUC,2,0.9334350829625386,0.9164905942444252,0.950379571680652
nonfoldbench_designed,neff_tier,10-100,Protenix-v2 single-seq,all,AUC,2,0.9282238792921438,0.9268352009662484,0.9296125576180392
nonfoldbench_designed,neff_tier,10-100,ESMFold2,all,R,2,0.7339894242068155,0.6418918918918919,0.8260869565217391
nonfoldbench_designed,neff_tier,10-100,MarinFold #232 m2-p06 (step 363k),all,R,2,0.5170681551116334,0.3652173913043478,0.668918918918919
nonfoldbench_designed,neff_tier,10-100,Protenix-v2 + MSA,all,R,2,0.747502937720329,0.668918918918919,0.8260869565217391
nonfoldbench_designed,neff_tier,10-100,Protenix-v2 single-seq,all,R,2,0.7629553466509988,0.6824324324324325,0.8434782608695652
nonfoldbench_designed,neff_tier,10-100,ESMFold2,long,R,2,0.6178231292517007,0.4489795918367347,0.7866666666666666
nonfoldbench_designed,neff_tier,10-100,MarinFold #232 m2-p06 (step 363k),long,R,2,0.38448979591836735,0.32,0.4489795918367347
nonfoldbench_designed,neff_tier,10-100,Protenix-v2 + MSA,long,R,2,0.6382312925170068,0.4897959183673469,0.7866666666666666
nonfoldbench_designed,neff_tier,10-100,Protenix-v2 single-seq,long,R,2,0.6923809523809523,0.5714285714285714,0.8133333333333334
nonfoldbench_designed,neff_tier,<10,ESMFold2,all,AUC,13,0.9016036109860461,0.8302432360960866,0.9470799714634026
nonfoldbench_designed,neff_tier,<10,MarinFold #232 m2-p06 (step 363k),all,AUC,13,0.9255146703964741,0.8947978540489421,0.9546561583425558
nonfoldbench_designed,neff_tier,<10,Protenix-v2 + MSA,all,AUC,13,0.9140629378542139,0.880601892041272,0.9431769605399204
nonfoldbench_designed,neff_tier,<10,Protenix-v2 single-seq,all,AUC,13,0.9065875264268184,0.8674474832478348,0.939597787812755
nonfoldbench_designed,neff_tier,<10,ESMFold2,all,R,13,0.7150540869463734,0.5819732222947934,0.8086202366545433
nonfoldbench_designed,neff_tier,<10,MarinFold #232 m2-p06 (step 363k),all,R,13,0.47704704443715557,0.3896365016539965,0.5676537474040833
nonfoldbench_designed,neff_tier,<10,Protenix-v2 + MSA,all,R,13,0.7242469481636495,0.6371808037713605,0.7991112086769383
nonfoldbench_designed,neff_tier,<10,Protenix-v2 single-seq,all,R,13,0.7219997433542127,0.6433164552621031,0.7925570664948998
nonfoldbench_designed,neff_tier,<10,ESMFold2,long,R,13,0.702093790497272,0.561294222827006,0.8162361431577846
nonfoldbench_designed,neff_tier,<10,MarinFold #232 m2-p06 (step 363k),long,R,13,0.43493470976871185,0.3204204532325908,0.5619022956987977
nonfoldbench_designed,neff_tier,<10,Protenix-v2 + MSA,long,R,13,0.7306224390544995,0.6377086136506335,0.8126517856084108
nonfoldbench_designed,neff_tier,<10,Protenix-v2 single-seq,long,R,13,0.7301548653912827,0.6395095570148595,0.8074036432595539
nonfoldbench_designed,neff_tier,all,ESMFold2,all,AUC,15,0.9053878540803602,0.8436453805279402,0.9446166485249191
nonfoldbench_designed,neff_tier,all,MarinFold #232 m2-p06 (step 363k),all,AUC,15,0.9222383618109434,0.8936921127398908,0.9490145830884974
nonfoldbench_designed,neff_tier,all,Protenix-v2 + MSA,all,AUC,15,0.9166458905353239,0.8880046344341956,0.9423847148706269
nonfoldbench_designed,neff_tier,all,Protenix-v2 single-seq,all,AUC,15,0.9094723734755285,0.8754079176828488,0.9382603184434471
nonfoldbench_designed,neff_tier,all,ESMFold2,all,R,15,0.7175787985810991,0.6013258742084547,0.8008477863363838
nonfoldbench_designed,neff_tier,all,MarinFold #232 m2-p06 (step 363k),all,R,15,0.48238319252708595,0.39931564771671535,0.5673875795206954
nonfoldbench_designed,neff_tier,all,Protenix-v2 + MSA,all,R,15,0.7273477467712068,0.6510534754561526,0.7941770578811116
nonfoldbench_designed,neff_tier,all,Protenix-v2 single-seq,all,R,15,0.7274604904604509,0.6575546641015619,0.7905081550084205
nonfoldbench_designed,neff_tier,all,ESMFold2,long,R,15,0.6908577023311959,0.5605345671543478,0.7971136243395741
nonfoldbench_designed,neff_tier,all,MarinFold #232 m2-p06 (step 363k),long,R,15,0.42820872125533255,0.327265834172703,0.5408664694581217
nonfoldbench_designed,neff_tier,all,Protenix-v2 + MSA,long,R,15,0.7183036195161672,0.6340046171589434,0.7969514641963553
nonfoldbench_designed,neff_tier,all,Protenix-v2 single-seq,long,R,15,0.7251183436565719,0.6448760618750697,0.7967300677338965
nonfoldbench_natural,neff_tier,10-100,ESMFold2,all,AUC,11,0.7324660862839003,0.6499506953872424,0.8172919330762052
nonfoldbench_natural,neff_tier,10-100,MarinFold #232 m2-p06 (step 363k),all,AUC,11,0.8314746628391998,0.7961340599428431,0.8732809475894854
nonfoldbench_natural,neff_tier,10-100,Protenix-v2 + MSA,all,AUC,11,0.9145599052273238,0.8661229956798593,0.9472833398455802
nonfoldbench_natural,neff_tier,10-100,Protenix-v2 single-seq,all,AUC,11,0.6545096250434576,0.6122200414619661,0.7020008962181886
nonfoldbench_natural,neff_tier,10-100,ESMFold2,all,R,11,0.4192313395913319,0.2784817813435761,0.5668174092715242
nonfoldbench_natural,neff_tier,10-100,MarinFold #232 m2-p06 (step 363k),all,R,11,0.22256359032510184,0.1682699447903042,0.287272188657406
nonfoldbench_natural,neff_tier,10-100,Protenix-v2 + MSA,all,R,11,0.7332196820369414,0.6436351599960428,0.8089135434692373
nonfoldbench_natural,neff_tier,10-100,Protenix-v2 single-seq,all,R,11,0.25606584967729545,0.18314612905414973,0.33794815270251743
nonfoldbench_natural,neff_tier,10-100,ESMFold2,long,R,11,0.4282079687914701,0.2685652666877699,0.5857045205800047
nonfoldbench_natural,neff_tier,10-100,MarinFold #232 m2-p06 (step 363k),long,R,11,0.18667312874525424,0.11219162667264981,0.28732990459097846
nonfoldbench_natural,neff_tier,10-100,Protenix-v2 + MSA,long,R,11,0.7302638906273681,0.6343945878442607,0.8139846771019792
nonfoldbench_natural,neff_tier,10-100,Protenix-v2 single-seq,long,R,11,0.21080327275567792,0.12765903025439052,0.305731746861518
nonfoldbench_natural,neff_tier,100-1000,ESMFold2,all,AUC,12,0.6663968143202997,0.58317371685962,0.7596174696010808
nonfoldbench_natural,neff_tier,100-1000,MarinFold #232 m2-p06 (step 363k),all,AUC,12,0.8102997808348976,0.7728961025660124,0.8538908846089018
nonfoldbench_natural,neff_tier,100-1000,Protenix-v2 + MSA,all,AUC,12,0.8956976673988423,0.8410334320801269,0.9426744933279281
nonfoldbench_natural,neff_tier,100-1000,Protenix-v2 single-seq,all,AUC,12,0.5741286892969615,0.5424164750595095,0.6114257322430563
nonfoldbench_natural,neff_tier,100-1000,ESMFold2,all,R,12,0.31260785913165307,0.15918895162286426,0.483652495036542
nonfoldbench_natural,neff_tier,100-1000,MarinFold #232 m2-p06 (step 363k),all,R,12,0.21551355683291548,0.15015370105098969,0.2913097222561792
nonfoldbench_natural,neff_tier,100-1000,Protenix-v2 + MSA,all,R,12,0.7390639156615038,0.6364376977866337,0.8267420144253735
nonfoldbench_natural,neff_tier,100-1000,Protenix-v2 single-seq,all,R,12,0.12311736017271391,0.07437327470949463,0.18289536731823616
nonfoldbench_natural,neff_tier,100-1000,ESMFold2,long,R,12,0.27164688551174626,0.1086867845060163,0.45606437886349643
nonfoldbench_natural,neff_tier,100-1000,MarinFold #232 m2-p06 (step 363k),long,R,12,0.14520037444184108,0.06942969847489285,0.23731376705390295
nonfoldbench_natural,neff_tier,100-1000,Protenix-v2 + MSA,long,R,12,0.7195663963560452,0.5864864016795647,0.828389222415635
nonfoldbench_natural,neff_tier,100-1000,Protenix-v2 single-seq,long,R,12,0.06588773878012205,0.022175933395797435,0.1263970184296185
nonfoldbench_natural,neff_tier,1000+,ESMFold2,all,AUC,4,0.7895011736696651,0.7575134443049307,0.8248621876019906
nonfoldbench_natural,neff_tier,1000+,MarinFold #232 m2-p06 (step 363k),all,AUC,4,0.9239413250581774,0.888466289952023,0.959416360164332
nonfoldbench_natural,neff_tier,1000+,Protenix-v2 + MSA,all,AUC,4,0.8720620633859048,0.815438858328206,0.9286852684436038
nonfoldbench_natural,neff_tier,1000+,Protenix-v2 single-seq,all,AUC,4,0.6525052760906077,0.5461550555225303,0.8349211509521518
nonfoldbench_natural,neff_tier,1000+,ESMFold2,all,R,4,0.5268679383739973,0.4467597038175106,0.6069761729304839
nonfoldbench_natural,neff_tier,1000+,MarinFold #232 m2-p06 (step 363k),all,R,4,0.5087737734748575,0.3863114174620007,0.6392966768984386
nonfoldbench_natural,neff_tier,1000+,Protenix-v2 + MSA,all,R,4,0.6518479676510771,0.520410558436293,0.7607597262413303
nonfoldbench_natural,neff_tier,1000+,Protenix-v2 single-seq,all,R,4,0.26869596769561016,0.0891068693295628,0.5955846229427659
nonfoldbench_natural,neff_tier,1000+,ESMFold2,long,R,4,0.47782820685278443,0.4398744911804613,0.5315271618625277
nonfoldbench_natural,neff_tier,1000+,MarinFold #232 m2-p06 (step 363k),long,R,4,0.431822196893451,0.34879579375848024,0.5033422459893049
nonfoldbench_natural,neff_tier,1000+,Protenix-v2 + MSA,long,R,4,0.6156501063873278,0.49029933481153,0.7410008779631256
nonfoldbench_natural,neff_tier,1000+,Protenix-v2 single-seq,long,R,4,0.1792367317579313,0.03694939934473965,0.40638718173836696
nonfoldbench_natural,neff_tier,<10,ESMFold2,all,AUC,16,0.7005271018991195,0.652535653635019,0.7448630943922206
nonfoldbench_natural,neff_tier,<10,MarinFold #232 m2-p06 (step 363k),all,AUC,16,0.8242961732450282,0.7836402282068055,0.8652448870945951
nonfoldbench_natural,neff_tier,<10,Protenix-v2 + MSA,all,AUC,16,0.7610633001476077,0.6968762694585676,0.8224038770276503
nonfoldbench_natural,neff_tier,<10,Protenix-v2 single-seq,all,AUC,16,0.6351271171604199,0.5957104436856464,0.6751967315729225
nonfoldbench_natural,neff_tier,<10,ESMFold2,all,R,16,0.34523245142192993,0.24958718411114744,0.43959246957584486
nonfoldbench_natural,neff_tier,<10,MarinFold #232 m2-p06 (step 363k),all,R,16,0.256173285046589,0.18408388018739996,0.35442690299891577
nonfoldbench_natural,neff_tier,<10,Protenix-v2 + MSA,all,R,16,0.42252981450636,0.30007876387306404,0.5471121017864543
nonfoldbench_natural,neff_tier,<10,Protenix-v2 single-seq,all,R,16,0.20936115825111665,0.15103045575525573,0.26937758465242134
nonfoldbench_natural,neff_tier,<10,ESMFold2,long,R,16,0.256166694304382,0.1620630610875913,0.3530597955557847
nonfoldbench_natural,neff_tier,<10,MarinFold #232 m2-p06 (step 363k),long,R,16,0.1650208643317116,0.07927027050871578,0.2944076802937736
nonfoldbench_natural,neff_tier,<10,Protenix-v2 + MSA,long,R,16,0.3502426506009248,0.20747237653154782,0.4988381695934709
nonfoldbench_natural,neff_tier,<10,Protenix-v2 single-seq,long,R,16,0.13303959201329119,0.07358996116042639,0.19884618729672973
nonfoldbench_natural,neff_tier,all,ESMFold2,all,AUC,43,0.7074494661867692,0.6687758409568727,0.7461904607471483
nonfoldbench_natural,neff_tier,all,MarinFold #232 m2-p06 (step 363k),all,AUC,43,0.831495877521003,0.8086083031299494,0.8550312689182982
nonfoldbench_natural,neff_tier,all,Protenix-v2 + MSA,all,AUC,43,0.848227721446326,0.8109747082428027,0.8828007898304618
nonfoldbench_natural,neff_tier,all,Protenix-v2 single-seq,all,AUC,43,0.6246791889760633,0.5984534348357756,0.6531479771043838
nonfoldbench_natural,neff_tier,all,ESMFold2,all,R,43,0.37195418654258966,0.29989388000869477,0.44291619965895684
nonfoldbench_natural,neff_tier,all,MarinFold #232 m2-p06 (step 363k),all,R,43,0.2597262751213014,0.21396845288770458,0.3103004277231851
nonfoldbench_natural,neff_tier,all,Protenix-v2 + MSA,all,R,43,0.6116756370476853,0.536348649993665,0.6818452065588095
nonfoldbench_natural,neff_tier,all,Protenix-v2 single-seq,all,R,43,0.2027603504958866,0.16027436754263558,0.24986672201706517
nonfoldbench_natural,neff_tier,all,ESMFold2,long,R,43,0.32511698184019483,0.2482082811023757,0.4022656730076126
nonfoldbench_natural,neff_tier,all,MarinFold #232 m2-p06 (step 363k),long,R,43,0.18984724479955997,0.13656387356978203,0.2513627074444906
nonfoldbench_natural,neff_tier,all,Protenix-v2 + MSA,long,R,43,0.5752135439148303,0.48588449336888545,0.6588443159212165
nonfoldbench_natural,neff_tier,all,Protenix-v2 single-seq,long,R,43,0.13848998290507689,0.09662729317970618,0.18396067653303091
