range,cut,subset,predictor,n,n_valid,mean,sem,n_pairs,delta_marinfold_minus_comparator,ci_lo,ci_hi,significant,split
all,R,all_554,Protenix-v2 single-seq,396,396,0.7231215506746485,0.012823938871593658,396.0,-0.04974183802348178,-0.07827020126627483,-0.02100975005409119,True,designed
all,R,all_554,ESMFold,396,396,0.8068825526491291,0.009323427294192239,396.0,-0.13350283999796245,-0.15107682302340683,-0.11640391219420604,True,designed
all,R,all_554,ESMFold2,396,396,0.8292044386360945,0.007174667175962596,396.0,-0.15582472598492783,-0.1763505280903733,-0.1360118760631435,True,designed
all,R,all_554,Protenix-v2 + MSA,396,396,0.8278394811069267,0.007091961280634761,396.0,-0.15445976845576007,-0.17465242448825388,-0.1347608599556708,True,designed
all,R,all_554,seq-KNN k=10 (null),396,396,0.31380173991788113,0.01700880193677186,396.0,0.35957797273328546,0.3264531968400659,0.39157999703548235,True,designed
long,AUC,all_554,"MarinFold #199 (1.5B, seq only)",395,395,0.9544527187250645,0.003471282337036441,,,,,,designed
long,AUC,all_554,Protenix-v2 single-seq,395,395,0.8804649121736333,0.00768373280117329,395.0,0.07398780655143111,0.05861559563451829,0.08980851135447815,True,designed
long,AUC,all_554,ESMFold,395,395,0.9193355648264065,0.005609737297122993,395.0,0.03511715389865791,0.025485861995039827,0.044995968424494555,True,designed
long,AUC,all_554,ESMFold2,395,395,0.938679454739279,0.003936326720272364,395.0,0.015773263985785404,0.007763839252734237,0.02371786907155604,True,designed
long,AUC,all_554,Protenix-v2 + MSA,395,395,0.9433708127672,0.003776462283169208,395.0,0.011081905957864492,0.0025968276208998926,0.019814172665689977,True,designed
long,AUC,all_554,seq-KNN k=10 (null),395,395,0.679516933272597,0.01036189576560332,395.0,0.27493578545246744,0.25498744006075447,0.29428523507947396,True,designed
long,R,all_554,"MarinFold #199 (1.5B, seq only)",395,395,0.6234640077749609,0.012452379009570405,,,,,,designed
long,R,all_554,Protenix-v2 single-seq,395,395,0.6939000377873406,0.014519964479332953,395.0,-0.07043603001237965,-0.10205679453746562,-0.03823191775295357,True,designed
long,R,all_554,ESMFold,395,395,0.7845670879693222,0.010587989328265953,395.0,-0.1611030801943613,-0.18289398493002887,-0.13915399565168776,True,designed
long,R,all_554,ESMFold2,395,395,0.8137999800180623,0.007886316415556979,395.0,-0.1903359722431014,-0.21392638470812725,-0.16808979432870783,True,designed
long,R,all_554,Protenix-v2 + MSA,395,395,0.8121799755730628,0.0076825842214430584,395.0,-0.18871596779810176,-0.21218340347710654,-0.16667419056013916,True,designed
long,R,all_554,seq-KNN k=10 (null),395,395,0.2901202086796175,0.016443604826653063,395.0,0.3333437990953434,0.30053309863672456,0.36521069544144275,True,designed
